Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
2018,12,02,1,165742,68120,591706,0.1151,,
2018,12,08,1,1622016,666649,4721753,0.1412,,
2018,12,09,1,614817,252690,3021539,0.0836,,
2018,12,10,1,336995,138505,809249,0.1712,,
2018,12,12,1,5432807,2232884,17988240,0.1241,,
2018,12,17,1,2655303,1091330,10533433,0.1036,,
2018,12,21,1,371157,152546,3683747,0.0414,,
2018,12,25,1,1718026,706108,5846204,0.1208,,
2018,12,27,1,1303767,535848,4596729,0.1166,,
2018,12,29,1,1043505,428880,5059077,0.0848,,
2018,12,38,1,217572,89422,616668,0.145,,
2018,12,47,1,1062782,436803,5610425,0.0779,,
2018,12,48,1,3724451,1530749,22889972,0.0669,,
2018,12,02,2,225254,29058,591706,0.0491,,
2018,12,08,2,1988749,256549,4721753,0.0543,,
2018,12,09,2,1331032,171703,3021539,0.0568,,
2018,12,10,2,484331,62479,809249,0.0772,,
2018,12,12,2,7986033,1030198,17988240,0.0573,,
2018,12,17,2,3994377,515275,10533433,0.0489,,
2018,12,21,2,340984,43987,3683747,0.0119,,
2018,12,25,2,3380994,436148,5846204,0.0746,,
2018,12,27,2,1588992,204980,4596729,0.0446,,
2018,12,29,2,1310524,169058,5059077,0.0334,,
2018,12,38,2,207604,26781,616668,0.0434,,
2018,12,47,2,1315194,169660,5610425,0.0302,,
2018,12,48,2,5636307,727084,22889972,0.0318,,
2018,12,02,3,970535,43674,591706,0.0738,,
2018,12,08,3,9212772,414575,4721753,0.0878,,
2018,12,09,3,4321888,194485,3021539,0.0644,,
2018,12,10,3,1542939,69432,809249,0.0858,,
2018,12,12,3,35582602,1601217,17988240,0.089,,
2018,12,17,3,20727202,932724,10533433,0.0885,,
2018,12,21,3,8900807,400536,3683747,0.1087,,
2018,12,25,3,8298399,373428,5846204,0.0639,,
2018,12,27,3,8472329,381255,4596729,0.0829,,
2018,12,29,3,8842900,397930,5059077,0.0787,,
2018,12,38,3,1500258,67512,616668,0.1095,,
2018,12,47,3,9476078,426424,5610425,0.076,,
2018,12,48,3,50219365,2259871,22889972,0.0987,,
2018,12,02,4,,140852,591706,0.238,,
2018,12,08,4,,1337772,4721753,0.2833,,
2018,12,09,4,,618878,3021539,0.2048,,
2018,12,10,4,,270416,809249,0.3342,,
2018,12,12,4,,4864299,17988240,0.2704,,
2018,12,17,4,,2539328,10533433,0.2411,,
2018,12,21,4,,597069,3683747,0.1621,,
2018,12,25,4,,1515685,5846204,0.2593,,
2018,12,27,4,,1122083,4596729,0.2441,,
2018,12,29,4,,995869,5059077,0.1968,,
2018,12,38,4,,183715,616668,0.2979,,
2018,12,47,4,,1032887,5610425,0.1841,,
2018,12,48,4,,4517704,22889972,0.1974,,
2019,1,02,1,112835,46375,591039,0.0785,,
2019,1,08,1,889500,365585,4791946,0.0763,,
2019,1,09,1,614817,252690,3019599,0.0837,,
2019,1,10,1,210789,86634,818920,0.1058,,
2019,1,12,1,3281500,1348697,18218901,0.074,,
2019,1,17,1,1121828,461071,10508717,0.0439,,
2019,1,21,1,1113109,457488,3695198,0.1238,,
2019,1,25,1,715974,294265,5864393,0.0502,,
2019,1,27,1,901183,370386,4630119,0.08,,
2019,1,29,1,835196,343266,5077375,0.0676,,
2019,1,38,1,129706,53309,619210,0.0861,,
2019,1,47,1,1183280,486328,5662016,0.0859,,
2019,1,48,1,4322857,1776694,23242391,0.0764,,
2019,1,02,2,147783,19064,591039,0.0323,,
2019,1,08,2,1265000,163185,4791946,0.0341,,
2019,1,09,2,1331032,171703,3019599,0.0569,,
2019,1,10,2,303974,39213,818920,0.0479,,
2019,1,12,2,6757783,871754,18218901,0.0478,,
2019,1,17,2,2116018,272966,10508717,0.026,,
2019,1,21,2,956386,123374,3695198,0.0334,,
2019,1,25,2,1417057,182800,5864393,0.0312,,
2019,1,27,2,1066611,137593,4630119,0.0297,,
2019,1,29,2,1291658,166624,5077375,0.0328,,
2019,1,38,2,96440,12441,619210,0.0201,,
2019,1,47,2,1725599,222602,5662016,0.0393,,
2019,1,48,2,5959540,768781,23242391,0.0331,,
2019,1,02,3,873240,39296,591039,0.0665,,
2019,1,08,3,9870200,444159,4791946,0.0927,,
2019,1,09,3,4321888,194485,3019599,0.0644,,
2019,1,10,3,1222898,55030,818920,0.0672,,
2019,1,12,3,32535327,1464090,18218901,0.0804,,
2019,1,17,3,15650982,704294,10508717,0.067,,
2019,1,21,3,4951258,222807,3695198,0.0603,,
2019,1,25,3,8561962,385288,5864393,0.0657,,
2019,1,27,3,8524824,383617,4630119,0.0829,,
2019,1,29,3,8527874,383754,5077375,0.0756,,
2019,1,38,3,1589363,71521,619210,0.1155,,
2019,1,47,3,9164881,412420,5662016,0.0728,,
2019,1,48,3,51497846,2317403,23242391,0.0997,,
2019,1,02,4,,104735,591039,0.1772,,
2019,1,08,4,,972929,4791946,0.203,,
2019,1,09,4,,618878,3019599,0.205,,
2019,1,10,4,,180877,818920,0.2209,,
2019,1,12,4,,3684540,18218901,0.2022,,
2019,1,17,4,,1438332,10508717,0.1369,,
2019,1,21,4,,803668,3695198,0.2175,,
2019,1,25,4,,862354,5864393,0.147,,
2019,1,27,4,,891596,4630119,0.1926,,
2019,1,29,4,,893644,5077375,0.176,,
2019,1,38,4,,137271,619210,0.2217,,
2019,1,47,4,,1121350,5662016,0.198,,
2019,1,48,4,,4862878,23242391,0.2092,,
2019,2,02,1,121494,49934,591039,0.0845,,
2019,2,08,1,994500,408740,4791946,0.0853,,
2019,2,09,1,613008,251946,3019599,0.0834,,
2019,2,10,1,229758,94431,818920,0.1153,,
2019,2,12,1,3487661,1433429,18218901,0.0787,,
2019,2,17,1,1543757,634484,10508717,0.0604,,
2019,2,21,1,482628,198360,3695198,0.0537,,
2019,2,25,1,853131,350637,5864393,0.0598,,
2019,2,27,1,1062763,436796,4630119,0.0943,,
2019,2,29,1,913500,375449,5077375,0.0739,,
2019,2,38,1,152591,62715,619210,0.1013,,
2019,2,47,1,843754,346783,5662016,0.0612,,
2019,2,48,1,3337450,1371692,23242391,0.059,,
2019,2,02,2,167047,21549,591039,0.0365,,
2019,2,08,2,1509800,194764,4791946,0.0406,,
2019,2,09,2,969487,125064,3019599,0.0414,,
2019,2,10,2,328979,42438,818920,0.0518,,
2019,2,12,2,6738948,869324,18218901,0.0477,,
2019,2,17,2,2752402,355060,10508717,0.0338,,
2019,2,21,2,434416,56040,3695198,0.0152,,
2019,2,25,2,1856566,239497,5864393,0.0408,,
2019,2,27,2,1162436,149954,4630119,0.0324,,
2019,2,29,2,1103098,142300,5077375,0.028,,
2019,2,38,2,102301,13197,619210,0.0213,,
2019,2,47,2,1037116,133788,5662016,0.0236,,
2019,2,48,2,4511379,581968,23242391,0.025,,
2019,2,02,3,798394,35928,591039,0.0608,,
2019,2,08,3,7869800,354141,4791946,0.0739,,
2019,2,09,3,3254323,146445,3019599,0.0485,,
2019,2,10,3,1145118,51530,818920,0.0629,,
2019,2,12,3,31784765,1430314,18218901,0.0785,,
2019,2,17,3,16252766,731374,10508717,0.0696,,
2019,2,21,3,2539880,114295,3695198,0.0309,,
2019,2,25,3,7562374,340307,5864393,0.058,,
2019,2,27,3,7112223,320050,4630119,0.0691,,
2019,2,29,3,3866220,173980,5077375,0.0343,,
2019,2,38,3,1246883,56110,619210,0.0906,,
2019,2,47,3,9081217,408655,5662016,0.0722,,
2019,2,48,3,43688468,1965981,23242391,0.0846,,
2019,2,02,4,,107411,591039,0.1817,,
2019,2,08,4,,957645,4791946,0.1998,,
2019,2,09,4,,523455,3019599,0.1734,,
2019,2,10,4,,188399,818920,0.2301,,
2019,2,12,4,,3733068,18218901,0.2049,,
2019,2,17,4,,1720918,10508717,0.1638,,
2019,2,21,4,,368694,3695198,0.0998,,
2019,2,25,4,,930441,5864393,0.1587,,
2019,2,27,4,,906800,4630119,0.1958,,
2019,2,29,4,,691728,5077375,0.1362,,
2019,2,38,4,,132022,619210,0.2132,,
2019,2,47,4,,889226,5662016,0.1571,,
2019,2,48,4,,3919641,23242391,0.1686,,
2019,3,02,1,148174,60900,591039,0.103,,
2019,3,08,1,1179300,484692,4791946,0.1011,,
2019,3,09,1,559154,229812,3019599,0.0761,,
2019,3,10,1,248856,102280,818920,0.1249,,
2019,3,12,1,4563359,1875541,18218901,0.1029,,
2019,3,17,1,1740171,715210,10508717,0.0681,,
2019,3,21,1,525623,216031,3695198,0.0585,,
2019,3,25,1,1097400,451031,5864393,0.0769,,
2019,3,27,1,1080504,444087,4630119,0.0959,,
2019,3,29,1,1066996,438535,5077375,0.0864,,
2019,3,38,1,154488,63494,619210,0.1025,,
2019,3,47,1,855005,351407,5662016,0.0621,,
2019,3,48,1,2996012,1231361,23242391,0.053,,
2019,3,02,2,181054,23356,591039,0.0395,,
2019,3,08,2,1457600,188030,4791946,0.0392,,
2019,3,09,2,1110380,143239,3019599,0.0474,,
2019,3,10,2,295270,38090,818920,0.0465,,
2019,3,12,2,6801495,877393,18218901,0.0482,,
2019,3,17,2,2739196,353356,10508717,0.0336,,
2019,3,21,2,468460,60431,3695198,0.0164,,
2019,3,25,2,1972242,254419,5864393,0.0434,,
2019,3,27,2,1111479,143381,4630119,0.031,,
2019,3,29,2,1218399,157173,5077375,0.031,,
2019,3,38,2,114188,14730,619210,0.0238,,
2019,3,47,2,1033978,133383,5662016,0.0236,,
2019,3,48,2,4587127,591739,23242391,0.0255,,
2019,3,02,3,991958,44638,591039,0.0755,,
2019,3,08,3,9144200,411489,4791946,0.0859,,
2019,3,09,3,3908561,175885,3019599,0.0582,,
2019,3,10,3,1540971,69344,818920,0.0847,,
2019,3,12,3,38337662,1725195,18218901,0.0947,,
2019,3,17,3,18470241,831161,10508717,0.0791,,
2019,3,21,3,5416692,243751,3695198,0.066,,
2019,3,25,3,9188115,413465,5864393,0.0705,,
2019,3,27,3,9110430,409969,4630119,0.0885,,
2019,3,29,3,15450133,695256,5077375,0.1369,,
2019,3,38,3,1648439,74180,619210,0.1198,,
2019,3,47,3,8238667,370740,5662016,0.0655,,
2019,3,48,3,40882717,1839722,23242391,0.0792,,
2019,3,02,4,,128894,591039,0.2181,,
2019,3,08,4,,1084212,4791946,0.2263,,
2019,3,09,4,,548937,3019599,0.1818,,
2019,3,10,4,,209713,818920,0.2561,,
2019,3,12,4,,4478128,18218901,0.2458,,
2019,3,17,4,,1899727,10508717,0.1808,,
2019,3,21,4,,520214,3695198,0.1408,,
2019,3,25,4,,1118916,5864393,0.1908,,
2019,3,27,4,,997437,4630119,0.2154,,
2019,3,29,4,,1290965,5077375,0.2543,,
2019,3,38,4,,152404,619210,0.2461,,
2019,3,47,4,,855530,5662016,0.1511,,
2019,3,48,4,,3662823,23242391,0.1576,,
2019,4,02,1,134471,55268,591039,0.0935,,
2019,4,08,1,1080000,443880,4791946,0.0926,,
2019,4,09,1,619710,254701,3019599,0.0843,,
2019,4,10,1,272217,111881,818920,0.1366,,
2019,4,12,1,3980684,1636061,18218901,0.0898,,
2019,4,17,1,1764328,725139,10508717,0.069,,
2019,4,21,1,646427,265682,3695198,0.0719,,
2019,4,25,1,1081744,444597,5864393,0.0758,,
2019,4,27,1,1038340,426758,4630119,0.0922,,
2019,4,29,1,1176041,483353,5077375,0.0952,,
2019,4,38,1,163271,67105,619210,0.1084,,
2019,4,47,1,989254,406583,5662016,0.0718,,
2019,4,48,1,3101987,1274917,23242391,0.0549,,
2019,4,02,2,183087,23618,591039,0.04,,
2019,4,08,2,1419600,183128,4791946,0.0382,,
2019,4,09,2,1092889,140983,3019599,0.0467,,
2019,4,10,2,401839,51837,818920,0.0633,,
2019,4,12,2,6893565,889270,18218901,0.0488,,
2019,4,17,2,3009230,388191,10508717,0.0369,,
2019,4,21,2,443966,57272,3695198,0.0155,,
2019,4,25,2,2190469,282571,5864393,0.0482,,
2019,4,27,2,1318967,170147,4630119,0.0367,,
2019,4,29,2,1144905,147693,5077375,0.0291,,
2019,4,38,2,178574,23036,619210,0.0372,,
2019,4,47,2,1076000,138804,5662016,0.0245,,
2019,4,48,2,4682710,604070,23242391,0.026,,
2019,4,02,3,1138078,51214,591039,0.0866,,
2019,4,08,3,10324100,464585,4791946,0.097,,
2019,4,09,3,4317652,194294,3019599,0.0643,,
2019,4,10,3,1570243,70661,818920,0.0863,,
2019,4,12,3,36512011,1643040,18218901,0.0902,,
2019,4,17,3,20426985,919214,10508717,0.0875,,
2019,4,21,3,6625345,298141,3695198,0.0807,,
2019,4,25,3,10644205,478989,5864393,0.0817,,
2019,4,27,3,11229980,505349,4630119,0.1091,,
2019,4,29,3,10784167,485288,5077375,0.0956,,
2019,4,38,3,1866974,84014,619210,0.1357,,
2019,4,47,3,9277599,417492,5662016,0.0737,,
2019,4,48,3,49698799,2236446,23242391,0.0962,,
2019,4,02,4,,130099,591039,0.2201,,
2019,4,08,4,,1091593,4791946,0.2278,,
2019,4,09,4,,589978,3019599,0.1954,,
2019,4,10,4,,234379,818920,0.2862,,
2019,4,12,4,,4168372,18218901,0.2288,,
2019,4,17,4,,2032544,10508717,0.1934,,
2019,4,21,4,,621094,3695198,0.1681,,
2019,4,25,4,,1206157,5864393,0.2057,,
2019,4,27,4,,1102254,4630119,0.2381,,
2019,4,29,4,,1116333,5077375,0.2199,,
2019,4,38,4,,174154,619210,0.2813,,
2019,4,47,4,,962879,5662016,0.1701,,
2019,4,48,4,,4115432,23242391,0.1771,,
2019,5,02,1,186968,76844,591039,0.13,,
2019,5,08,1,692800,284741,4791946,0.0594,,
2019,5,09,1,682914,280678,3019599,0.093,,
2019,5,10,1,61255,25176,818920,0.0307,,
2019,5,12,1,3975197,1633806,18218901,0.0897,,
2019,5,17,1,2019330,829945,10508717,0.079,,
2019,5,21,1,688345,282910,3695198,0.0766,,
2019,5,25,1,1411975,580322,5864393,0.099,,
2019,5,27,1,1255897,516174,4630119,0.1115,,
2019,5,29,1,1242466,510654,5077375,0.1006,,
2019,5,38,1,170688,70153,619210,0.1133,,
2019,5,47,1,992602,407960,5662016,0.0721,,
2019,5,48,1,3706135,1523221,23242391,0.0655,,
2019,5,02,2,228113,29427,591039,0.0498,,
2019,5,08,2,1132500,146093,4791946,0.0305,,
2019,5,09,2,1167169,150565,3019599,0.0499,,
2019,5,10,2,396799,51187,818920,0.0625,,
2019,5,12,2,6345427,818560,18218901,0.0449,,
2019,5,17,2,3267160,421464,10508717,0.0401,,
2019,5,21,2,547324,70605,3695198,0.0191,,
2019,5,25,2,2598757,335240,5864393,0.0572,,
2019,5,27,2,1314356,169552,4630119,0.0366,,
2019,5,29,2,1367710,176435,5077375,0.0347,,
2019,5,38,2,115579,14910,619210,0.0241,,
2019,5,47,2,1172932,151308,5662016,0.0267,,
2019,5,48,2,4936914,636862,23242391,0.0274,,
2019,5,02,3,1482135,66696,591039,0.1128,,
2019,5,08,3,11237100,505670,4791946,0.1055,,
2019,5,09,3,5137575,231191,3019599,0.0766,,
2019,5,10,3,2101191,94554,818920,0.1155,,
2019,5,12,3,39902901,1795631,18218901,0.0986,,
2019,5,17,3,24737971,1113209,10508717,0.1059,,
2019,5,21,3,6846437,308090,3695198,0.0834,,
2019,5,25,3,12279204,552564,5864393,0.0942,,
2019,5,27,3,11790562,530575,4630119,0.1146,,
2019,5,29,3,11836554,532645,5077375,0.1049,,
2019,5,38,3,2000065,90003,619210,0.1454,,
2019,5,47,3,11845039,533027,5662016,0.0941,,
2019,5,48,3,53565686,2410456,23242391,0.1037,,
2019,5,02,4,,172967,591039,0.2926,,
2019,5,08,4,,936503,4791946,0.1954,,
2019,5,09,4,,662433,3019599,0.2194,,
2019,5,10,4,,170917,818920,0.2087,,
2019,5,12,4,,4247996,18218901,0.2332,,
2019,5,17,4,,2364617,10508717,0.225,,
2019,5,21,4,,661604,3695198,0.179,,
2019,5,25,4,,1468126,5864393,0.2503,,
2019,5,27,4,,1216301,4630119,0.2627,,
2019,5,29,4,,1219733,5077375,0.2402,,
2019,5,38,4,,175065,619210,0.2827,,
2019,5,47,4,,1092295,5662016,0.1929,,
2019,5,48,4,,4570539,23242391,0.1966,,
2019,6,02,1,170403,70036,591039,0.1185,,
2019,6,08,1,1459200,599731,4791946,0.1252,,
2019,6,09,1,689069,283207,3019599,0.0938,,
2019,6,10,1,337293,138627,818920,0.1693,,
2019,6,12,1,4520675,1857997,18218901,0.102,,
2019,6,17,1,2343799,963302,10508717,0.0917,,
2019,6,21,1,658565,270670,3695198,0.0732,,
2019,6,25,1,1719934,706893,5864393,0.1205,,
2019,6,27,1,1363387,560352,4630119,0.121,,
2019,6,29,1,1253821,515320,5077375,0.1015,,
2019,6,38,1,199057,81812,619210,0.1321,,
2019,6,47,1,1103821,453670,5662016,0.0801,,
2019,6,48,1,3896258,1601362,23242391,0.0689,,
2019,6,02,2,240789,31062,591039,0.0526,,
2019,6,08,2,1537000,198273,4791946,0.0414,,
2019,6,09,2,1186273,153029,3019599,0.0507,,
2019,6,10,2,375204,48401,818920,0.0591,,
2019,6,12,2,5640733,727655,18218901,0.0399,,
2019,6,17,2,3333476,430018,10508717,0.0409,,
2019,6,21,2,524308,67636,3695198,0.0183,,
2019,6,25,2,3001352,387174,5864393,0.066,,
2019,6,27,2,1364274,175991,4630119,0.038,,
2019,6,29,2,1185466,152925,5077375,0.0301,,
2019,6,38,2,120438,15537,619210,0.0251,,
2019,6,47,2,1252875,161621,5662016,0.0285,,
2019,6,48,2,5108334,658975,23242391,0.0284,,
2019,6,02,3,1504534,67704,591039,0.1146,,
2019,6,08,3,11682200,525699,4791946,0.1097,,
2019,6,09,3,5049966,227248,3019599,0.0753,,
2019,6,10,3,2011998,90540,818920,0.1106,,
2019,6,12,3,34822192,1566999,18218901,0.086,,
2019,6,17,3,23549692,1059736,10508717,0.1008,,
2019,6,21,3,5289084,238009,3695198,0.0644,,
2019,6,25,3,11349284,510718,5864393,0.0871,,
2019,6,27,3,10805852,486263,4630119,0.105,,
2019,6,29,3,11054300,497443,5077375,0.098,,
2019,6,38,3,2078521,93533,619210,0.1511,,
2019,6,47,3,11101011,499545,5662016,0.0882,,
2019,6,48,3,59972713,2698772,23242391,0.1161,,
2019,6,02,4,,168801,591039,0.2856,,
2019,6,08,4,,1323703,4791946,0.2762,,
2019,6,09,4,,663485,3019599,0.2197,,
2019,6,10,4,,277569,818920,0.3389,,
2019,6,12,4,,4152650,18218901,0.2279,,
2019,6,17,4,,2453056,10508717,0.2334,,
2019,6,21,4,,576315,3695198,0.156,,
2019,6,25,4,,1604785,5864393,0.2736,,
2019,6,27,4,,1222607,4630119,0.2641,,
2019,6,29,4,,1165689,5077375,0.2296,,
2019,6,38,4,,190882,619210,0.3083,,
2019,6,47,4,,1114837,5662016,0.1969,,
2019,6,48,4,,4959109,23242391,0.2134,,
2019,7,02,1,189167,77748,591039,0.1315,,
2019,7,08,1,1143600,470020,4791946,0.0981,,
2019,7,09,1,664130,272957,3019599,0.0904,,
2019,7,10,1,270621,111225,818920,0.1358,,
2019,7,12,1,3280308,1348207,18218901,0.074,,
2019,7,17,1,1586093,651884,10508717,0.062,,
2019,7,21,1,768342,315789,3695198,0.0855,,
2019,7,25,1,1064889,437669,5864393,0.0746,,
2019,7,27,1,1197772,492284,4630119,0.1063,,
2019,7,29,1,1081891,444657,5077375,0.0876,,
2019,7,38,1,173564,71335,619210,0.1152,,
2019,7,47,1,1026932,422069,5662016,0.0745,,
2019,7,48,1,3217798,1322515,23242391,0.0569,,
2019,7,02,2,247820,31969,591039,0.0541,,
2019,7,08,2,1568800,202375,4791946,0.0422,,
2019,7,09,2,1111330,143362,3019599,0.0475,,
2019,7,10,2,357169,46075,818920,0.0563,,
2019,7,12,2,5384917,694654,18218901,0.0381,,
2019,7,17,2,2879248,371423,10508717,0.0353,,
2019,7,21,2,558378,72031,3695198,0.0195,,
2019,7,25,2,1932807,249332,5864393,0.0425,,
2019,7,27,2,1256015,162026,4630119,0.035,,
2019,7,29,2,1074698,138636,5077375,0.0273,,
2019,7,38,2,116333,15007,619210,0.0242,,
2019,7,47,2,1095700,141345,5662016,0.025,,
2019,7,48,2,4875374,628923,23242391,0.0271,,
2019,7,02,3,1706457,76791,591039,0.1299,,
2019,7,08,3,11989100,539510,4791946,0.1126,,
2019,7,09,3,5605057,252228,3019599,0.0835,,
2019,7,10,3,2261181,101753,818920,0.1243,,
2019,7,12,3,35820962,1611943,18218901,0.0885,,
2019,7,17,3,25046919,1127111,10508717,0.1073,,
2019,7,21,3,8267316,372029,3695198,0.1007,,
2019,7,25,3,12022585,541016,5864393,0.0923,,
2019,7,27,3,11540027,519301,4630119,0.1122,,
2019,7,29,3,10850607,488277,5077375,0.0962,,
2019,7,38,3,2077113,93470,619210,0.151,,
2019,7,47,3,10847408,488133,5662016,0.0862,,
2019,7,48,3,54824255,2467091,23242391,0.1061,,
2019,7,02,4,,186507,591039,0.3156,,
2019,7,08,4,,1211904,4791946,0.2529,,
2019,7,09,4,,668547,3019599,0.2214,,
2019,7,10,4,,259053,818920,0.3163,,
2019,7,12,4,,3654804,18218901,0.2006,,
2019,7,17,4,,2150419,10508717,0.2046,,
2019,7,21,4,,759849,3695198,0.2056,,
2019,7,25,4,,1228018,5864393,0.2094,,
2019,7,27,4,,1173611,4630119,0.2535,,
2019,7,29,4,,1071570,5077375,0.211,,
2019,7,38,4,,179812,619210,0.2904,,
2019,7,47,4,,1051548,5662016,0.1857,,
2019,7,48,4,,4418530,23242391,0.1901,,
2019,8,02,1,170517,70082,591039,0.1186,,
2019,8,08,1,1259200,517531,4791946,0.108,,
2019,8,09,1,576747,237043,3019599,0.0785,,
2019,8,10,1,337819,138844,818920,0.1695,,
2019,8,12,1,3481109,1430736,18218901,0.0785,,
2019,8,17,1,1816467,746568,10508717,0.071,,
2019,8,21,1,618356,254144,3695198,0.0688,,
2019,8,25,1,1230577,505767,5864393,0.0862,,
2019,8,27,1,1214461,499144,4630119,0.1078,,
2019,8,29,1,1020151,419282,5077375,0.0826,,
2019,8,38,1,176413,72506,619210,0.1171,,
2019,8,47,1,998574,410414,5662016,0.0725,,
2019,8,48,1,3675961,1510820,23242391,0.065,,
2019,8,02,2,242007,31219,591039,0.0528,,
2019,8,08,2,1539200,198557,4791946,0.0414,,
2019,8,09,2,1027047,132489,3019599,0.0439,,
2019,8,10,2,397281,51249,818920,0.0626,,
2019,8,12,2,5846030,754138,18218901,0.0414,,
2019,8,17,2,2990235,385740,10508717,0.0367,,
2019,8,21,2,413778,53377,3695198,0.0144,,
2019,8,25,2,2270800,292933,5864393,0.05,,
2019,8,27,2,1237836,159681,4630119,0.0345,,
2019,8,29,2,1106918,142792,5077375,0.0281,,
2019,8,38,2,109461,14120,619210,0.0228,,
2019,8,47,2,1121050,144615,5662016,0.0255,,
2019,8,48,2,4859768,626910,23242391,0.027,,
2019,8,02,3,1567534,70539,591039,0.1193,,
2019,8,08,3,12581500,566168,4791946,0.1181,,
2019,8,09,3,5355822,241012,3019599,0.0798,,
2019,8,10,3,2142052,96392,818920,0.1177,,
2019,8,12,3,37629575,1693331,18218901,0.0929,,
2019,8,17,3,25737407,1158183,10508717,0.1102,,
2019,8,21,3,6898182,310418,3695198,0.084,,
2019,8,25,3,12110737,544983,5864393,0.0929,,
2019,8,27,3,10506708,472802,4630119,0.1021,,
2019,8,29,3,11429358,514321,5077375,0.1013,,
2019,8,38,3,1810137,81456,619210,0.1315,,
2019,8,47,3,11870769,534185,5662016,0.0943,,
2019,8,48,3,56899320,2560469,23242391,0.1102,,
2019,8,02,4,,171840,591039,0.2907,,
2019,8,08,4,,1282256,4791946,0.2676,,
2019,8,09,4,,610544,3019599,0.2022,,
2019,8,10,4,,286485,818920,0.3498,,
2019,8,12,4,,3878204,18218901,0.2129,,
2019,8,17,4,,2290492,10508717,0.218,,
2019,8,21,4,,617940,3695198,0.1672,,
2019,8,25,4,,1343683,5864393,0.2291,,
2019,8,27,4,,1131626,4630119,0.2444,,
2019,8,29,4,,1076396,5077375,0.212,,
2019,8,38,4,,168082,619210,0.2714,,
2019,8,47,4,,1089214,5662016,0.1924,,
2019,8,48,4,,4698199,23242391,0.2021,,
2019,9,02,1,143787,59096,591039,0.1,,
2019,9,08,1,1105700,454443,4791946,0.0948,,
2019,9,09,1,625783,257197,3019599,0.0852,,
2019,9,10,1,275894,113392,818920,0.1385,,
2019,9,12,1,3269153,1343622,18218901,0.0737,,
2019,9,17,1,1760771,723677,10508717,0.0689,,
2019,9,21,1,343686,141255,3695198,0.0382,,
2019,9,25,1,1121543,460954,5864393,0.0786,,
2019,9,27,1,1099632,451949,4630119,0.0976,,
2019,9,29,1,1193157,490388,5077375,0.0966,,
2019,9,38,1,173603,71351,619210,0.1152,,
2019,9,47,1,1021670,419906,5662016,0.0742,,
2019,9,48,1,3204162,1316911,23242391,0.0567,,
2019,9,02,2,182852,23588,591039,0.0399,,
2019,9,08,2,1329400,171493,4791946,0.0358,,
2019,9,09,2,948079,122302,3019599,0.0405,,
2019,9,10,2,331258,42732,818920,0.0522,,
2019,9,12,2,5134963,662410,18218901,0.0364,,
2019,9,17,2,2818018,363524,10508717,0.0346,,
2019,9,21,2,332586,42904,3695198,0.0116,,
2019,9,25,2,2173289,280354,5864393,0.0478,,
2019,9,27,2,1189848,153490,4630119,0.0332,,
2019,9,29,2,1134079,146296,5077375,0.0288,,
2019,9,38,2,110647,14273,619210,0.0231,,
2019,9,47,2,1163953,150150,5662016,0.0265,,
2019,9,48,2,4988884,643566,23242391,0.0277,,
2019,9,02,3,1066398,47988,591039,0.0812,,
2019,9,08,3,10574700,475862,4791946,0.0993,,
2019,9,09,3,4179183,188063,3019599,0.0623,,
2019,9,10,3,1593131,71691,818920,0.0875,,
2019,9,12,3,30129493,1355827,18218901,0.0744,,
2019,9,17,3,19692667,886170,10508717,0.0843,,
2019,9,21,3,4856448,218540,3695198,0.0591,,
2019,9,25,3,9172676,412770,5864393,0.0704,,
2019,9,27,3,9090533,409074,4630119,0.0884,,
2019,9,29,3,10384234,467291,5077375,0.092,,
2019,9,38,3,1594504,71753,619210,0.1159,,
2019,9,47,3,10628423,478279,5662016,0.0845,,
2019,9,48,3,59852479,2693362,23242391,0.1159,,
2019,9,02,4,,130672,591039,0.2211,,
2019,9,08,4,,1101797,4791946,0.2299,,
2019,9,09,4,,567562,3019599,0.188,,
2019,9,10,4,,227816,818920,0.2782,,
2019,9,12,4,,3361859,18218901,0.1845,,
2019,9,17,4,,1973371,10508717,0.1878,,
2019,9,21,4,,402699,3695198,0.109,,
2019,9,25,4,,1154079,5864393,0.1968,,
2019,9,27,4,,1014513,4630119,0.2191,,
2019,9,29,4,,1103974,5077375,0.2174,,
2019,9,38,4,,157377,619210,0.2542,,
2019,9,47,4,,1048335,5662016,0.1852,,
2019,9,48,4,,4653838,23242391,0.2002,,
2019,10,02,1,151302,62185,591039,0.1052,,
2019,10,08,1,1265800,520244,4791946,0.1086,,
2019,10,09,1,768063,315674,3019599,0.1045,,
2019,10,10,1,293010,120427,818920,0.1471,,
2019,10,12,1,4397862,1807521,18218901,0.0992,,
2019,10,17,1,2073333,852140,10508717,0.0811,,
2019,10,21,1,960122,394610,3695198,0.1068,,
2019,10,25,1,1576362,647885,5864393,0.1105,,
2019,10,27,1,1189820,489016,4630119,0.1056,,
2019,10,29,1,1150842,472996,5077375,0.0932,,
2019,10,38,1,185505,76242,619210,0.1231,,
2019,10,47,1,968819,398184,5662016,0.0703,,
2019,10,48,1,3046515,1252118,23242391,0.0539,,
2019,10,02,2,190634,24592,591039,0.0416,,
2019,10,08,2,1723700,222357,4791946,0.0464,,
2019,10,09,2,1368519,176539,3019599,0.0585,,
2019,10,10,2,407487,52566,818920,0.0642,,
