Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
2019,10,12,2,7375297,951413,18218901,0.0522,,
2019,10,17,2,3614716,466298,10508717,0.0444,,
2019,10,21,2,682956,88101,3695198,0.0238,,
2019,10,25,2,2654180,342389,5864393,0.0584,,
2019,10,27,2,1470791,189732,4630119,0.041,,
2019,10,29,2,1427504,184148,5077375,0.0363,,
2019,10,38,2,141512,18255,619210,0.0295,,
2019,10,47,2,1052701,135798,5662016,0.024,,
2019,10,48,2,4286491,552957,23242391,0.0238,,
2019,10,02,3,1062313,47804,591039,0.0809,,
2019,10,08,3,10362600,466317,4791946,0.0973,,
2019,10,09,3,4346478,195592,3019599,0.0648,,
2019,10,10,3,1613633,72613,818920,0.0887,,
2019,10,12,3,36773108,1654790,18218901,0.0908,,
2019,10,17,3,20850816,938287,10508717,0.0893,,
2019,10,21,3,6973140,313791,3695198,0.0849,,
2019,10,25,3,8007589,360341,5864393,0.0614,,
2019,10,27,3,8104346,364696,4630119,0.0788,,
2019,10,29,3,10168542,457584,5077375,0.0901,,
2019,10,38,3,1385239,62336,619210,0.1007,,
2019,10,47,3,10884657,489810,5662016,0.0865,,
2019,10,48,3,49106851,2209808,23242391,0.0951,,
2019,10,02,4,,134581,591039,0.2277,,
2019,10,08,4,,1208918,4791946,0.2523,,
2019,10,09,4,,687804,3019599,0.2278,,
2019,10,10,4,,245606,818920,0.2999,,
2019,10,12,4,,4413724,18218901,0.2423,,
2019,10,17,4,,2256725,10508717,0.2147,,
2019,10,21,4,,796503,3695198,0.2156,,
2019,10,25,4,,1350615,5864393,0.2303,,
2019,10,27,4,,1043444,4630119,0.2254,,
2019,10,29,4,,1114729,5077375,0.2195,,
2019,10,38,4,,156833,619210,0.2533,,
2019,10,47,4,,1023792,5662016,0.1808,,
2019,10,48,4,,4014883,23242391,0.1727,,
2019,11,02,1,136281,56012,591039,0.0948,,
2019,11,08,1,1066200,438208,4791946,0.0914,,
2019,11,09,1,723486,297353,3019599,0.0985,,
2019,11,10,1,289595,119024,818920,0.1453,,
2019,11,12,1,4236520,1741210,18218901,0.0956,,
2019,11,17,1,1916479,787673,10508717,0.075,,
2019,11,21,1,738921,303697,3695198,0.0822,,
2019,11,25,1,1166837,479570,5864393,0.0818,,
2019,11,27,1,1118878,459859,4630119,0.0993,,
2019,11,29,1,1305799,536684,5077375,0.1057,,
2019,11,38,1,152896,62840,619210,0.1015,,
2019,11,47,1,1107214,455065,5662016,0.0804,,
2019,11,48,1,3694694,1518519,23242391,0.0653,,
2019,11,02,2,195845,25264,591039,0.0427,,
2019,11,08,2,1593000,205497,4791946,0.0429,,
2019,11,09,2,1374744,177342,3019599,0.0587,,
2019,11,10,2,337388,43523,818920,0.0531,,
2019,11,12,2,8238048,1062708,18218901,0.0583,,
2019,11,17,2,3378000,435762,10508717,0.0415,,
2019,11,21,2,580560,74892,3695198,0.0203,,
2019,11,25,2,2421445,312366,5864393,0.0533,,
2019,11,27,2,1315381,169684,4630119,0.0366,,
2019,11,29,2,1300527,167768,5077375,0.033,,
2019,11,38,2,168722,21765,619210,0.0351,,
2019,11,47,2,1286649,165978,5662016,0.0293,,
2019,11,48,2,5089297,656519,23242391,0.0282,,
2019,11,02,3,952581,42866,591039,0.0725,,
2019,11,08,3,9326600,419697,4791946,0.0876,,
2019,11,09,3,4067124,183021,3019599,0.0606,,
2019,11,10,3,1464213,65890,818920,0.0805,,
2019,11,12,3,34606811,1557307,18218901,0.0855,,
2019,11,17,3,19092456,859161,10508717,0.0818,,
2019,11,21,3,7778669,350040,3695198,0.0947,,
2019,11,25,3,8521130,383451,5864393,0.0654,,
2019,11,27,3,8537213,384175,4630119,0.083,,
2019,11,29,3,9354295,420943,5077375,0.0829,,
2019,11,38,3,1516723,68253,619210,0.1102,,
2019,11,47,3,10712847,482078,5662016,0.0851,,
2019,11,48,3,55166861,2482509,23242391,0.1068,,
2019,11,02,4,,124142,591039,0.21,,
2019,11,08,4,,1063402,4791946,0.2219,,
2019,11,09,4,,657715,3019599,0.2178,,
2019,11,10,4,,228436,818920,0.2789,,
2019,11,12,4,,4361224,18218901,0.2394,,
2019,11,17,4,,2082595,10508717,0.1982,,
2019,11,21,4,,728629,3695198,0.1972,,
2019,11,25,4,,1175387,5864393,0.2004,,
2019,11,27,4,,1013718,4630119,0.2189,,
2019,11,29,4,,1125395,5077375,0.2216,,
2019,11,38,4,,152858,619210,0.2469,,
2019,11,47,4,,1103121,5662016,0.1948,,
2019,11,48,4,,4657547,23242391,0.2004,,
2019,12,02,1,161523,66386,591039,0.1123,,
2019,12,08,1,1177900,484117,4791946,0.101,,
2019,12,09,1,693863,285178,3019599,0.0944,,
2019,12,10,1,381875,156951,818920,0.1917,,
2019,12,12,1,5825463,2394265,18218901,0.1314,,
2019,12,17,1,2694110,1107279,10508717,0.1054,,
2019,12,21,1,668262,274656,3695198,0.0743,,
2019,12,25,1,1832448,753136,5864393,0.1284,,
2019,12,27,1,1364476,560800,4630119,0.1211,,
2019,12,29,1,1251898,514530,5077375,0.1013,,
2019,12,38,1,227198,93379,619210,0.1508,,
2019,12,47,1,1057551,434654,5662016,0.0768,,
2019,12,48,1,3765449,1547600,23242391,0.0666,,
2019,12,02,2,212680,27436,591039,0.0464,,
2019,12,08,2,1497100,193126,4791946,0.0403,,
2019,12,09,2,1331113,171714,3019599,0.0569,,
2019,12,10,2,551545,71149,818920,0.0869,,
2019,12,12,2,8276632,1067685,18218901,0.0586,,
2019,12,17,2,4276754,551701,10508717,0.0525,,
2019,12,21,2,562860,72609,3695198,0.0196,,
2019,12,25,2,3414250,440438,5864393,0.0751,,
2019,12,27,2,1676630,216285,4630119,0.0467,,
2019,12,29,2,1355424,174850,5077375,0.0344,,
2019,12,38,2,211461,27278,619210,0.0441,,
2019,12,47,2,1261960,162793,5662016,0.0288,,
2019,12,48,2,5451990,703307,23242391,0.0303,,
2019,12,02,3,967735,43548,591039,0.0737,,
2019,12,08,3,9503400,427653,4791946,0.0892,,
2019,12,09,3,4499695,202486,3019599,0.0671,,
2019,12,10,3,1596772,71855,818920,0.0877,,
2019,12,12,3,37192841,1673678,18218901,0.0919,,
2019,12,17,3,21176892,952960,10508717,0.0907,,
2019,12,21,3,5755559,259000,3695198,0.0701,,
2019,12,25,3,9016289,405733,5864393,0.0692,,
2019,12,27,3,8990619,404578,4630119,0.0874,,
2019,12,29,3,9547638,429644,5077375,0.0846,,
2019,12,38,3,1581953,71188,619210,0.115,,
2019,12,47,3,9645849,434063,5662016,0.0767,,
2019,12,48,3,48725340,2192640,23242391,0.0943,,
2019,12,02,4,,137370,591039,0.2324,,
2019,12,08,4,,1104896,4791946,0.2306,,
2019,12,09,4,,659378,3019599,0.2184,,
2019,12,10,4,,299955,818920,0.3663,,
2019,12,12,4,,5135629,18218901,0.2819,,
2019,12,17,4,,2611940,10508717,0.2485,,
2019,12,21,4,,606265,3695198,0.1641,,
2019,12,25,4,,1599307,5864393,0.2727,,
2019,12,27,4,,1181663,4630119,0.2552,,
2019,12,29,4,,1119023,5077375,0.2204,,
2019,12,38,4,,191845,619210,0.3098,,
2019,12,47,4,,1031510,5662016,0.1822,,
2019,12,48,4,,4443547,23242391,0.1912,,
2020,1,02,1,121885,50095,590127,0.0849,0.0728,0.1653
2020,1,08,1,896700,368544,4849887,0.076,0.0708,0.0728
2020,1,09,1,656658,269886,3017188,0.0894,0.067,0.3347
2020,1,10,1,175845,72272,829168,0.0872,0.1,-0.1288
2020,1,12,1,3463591,1423536,18454373,0.0771,0.0692,0.1154
2020,1,17,1,1287313,529086,10463777,0.0506,0.0428,0.1802
2020,1,21,1,915314,376194,3703609,0.1016,0.0988,0.0284
2020,1,25,1,775435,318704,5872244,0.0543,0.0439,0.2361
2020,1,27,1,906257,372472,4652447,0.0801,0.0799,0.0025
2020,1,29,1,825776,339394,5093948,0.0666,0.0581,0.1458
2020,1,38,1,128193,52687,620677,0.0849,0.0856,-0.0089
2020,1,47,1,1367014,561843,5718921,0.0982,0.0867,0.1326
2020,1,48,1,4654623,1913050,23608900,0.081,0.0741,0.0934
2020,1,02,2,143291,18485,590127,0.0313,0.0313,0.0013
2020,1,08,2,1264300,163095,4849887,0.0336,0.033,0.019
2020,1,09,2,1329152,171461,3017188,0.0568,0.0428,0.3288
2020,1,10,2,249454,32180,829168,0.0388,0.045,-0.1373
2020,1,12,2,6423304,828606,18454373,0.0449,0.0458,-0.0202
2020,1,17,2,2353064,303545,10463777,0.029,0.0266,0.0921
2020,1,21,2,732418,94482,3703609,0.0255,0.0284,-0.1006
2020,1,25,2,1472257,189921,5872244,0.0323,0.031,0.0425
2020,1,27,2,1057182,136376,4652447,0.0293,0.0299,-0.0197
2020,1,29,2,1260367,162587,5093948,0.0319,0.0286,0.1152
2020,1,38,2,90482,11672,620677,0.0188,0.0199,-0.0546
2020,1,47,2,1789268,230816,5718921,0.0404,0.0378,0.0684
2020,1,48,2,6320419,815334,23608900,0.0345,0.0334,0.0327
2020,1,02,3,873146,39292,590127,0.0666,0.0637,0.0457
2020,1,08,3,8914300,401144,4849887,0.0827,0.0835,-0.0091
2020,1,09,3,4291489,193117,3017188,0.064,0.0559,0.1455
2020,1,10,3,1248514,56183,829168,0.0678,0.0684,-0.0088
2020,1,12,3,34260264,1541712,18454373,0.0835,0.0781,0.07
2020,1,17,3,17305699,778756,10463777,0.0744,0.0682,0.0918
2020,1,21,3,5477229,246475,3703609,0.0666,0.0657,0.0131
2020,1,25,3,8783953,395278,5872244,0.0673,0.065,0.0357
2020,1,27,3,8770669,394680,4652447,0.0848,0.082,0.0347
2020,1,29,3,8359075,376158,5093948,0.0738,0.079,-0.0651
2020,1,38,3,1605193,72234,620677,0.1164,0.1135,0.0249
2020,1,47,3,9368969,421604,5718921,0.0737,0.0691,0.0669
2020,1,48,3,55169587,2482631,23608900,0.1052,0.1009,0.042
2020,1,02,4,,107871,590127,0.1828,0.1678,0.0893
2020,1,08,4,,932782,4849887,0.1923,0.1873,0.0269
2020,1,09,4,,634464,3017188,0.2103,0.1657,0.2694
2020,1,10,4,,160635,829168,0.1937,0.2134,-0.0921
2020,1,12,4,,3793854,18454373,0.2056,0.1931,0.0648
2020,1,17,4,,1611387,10463777,0.154,0.1376,0.1194
2020,1,21,4,,717151,3703609,0.1936,0.1928,0.0042
2020,1,25,4,,903903,5872244,0.1539,0.1399,0.1001
2020,1,27,4,,903528,4652447,0.1942,0.1917,0.0128
2020,1,29,4,,878140,5093948,0.1724,0.1658,0.04
2020,1,38,4,,136593,620677,0.2201,0.2191,0.0045
2020,1,47,4,,1214262,5718921,0.2123,0.1936,0.0966
2020,1,48,4,,5211016,23608900,0.2207,0.2085,0.0588
2020,2,02,1,124792,51290,590127,0.0869,0.0828,0.0499
2020,2,08,1,1017700,418275,4849887,0.0862,0.0833,0.035
2020,2,09,1,620677,255098,3017188,0.0845,0.0805,0.0508
2020,2,10,1,354679,145773,829168,0.1758,0.116,0.5158
2020,2,12,1,3725341,1531115,18454373,0.083,0.0783,0.0598
2020,2,17,1,1606156,660130,10463777,0.0631,0.0574,0.0983
2020,2,21,1,482955,198494,3703609,0.0536,0.045,0.192
2020,2,25,1,923379,379509,5872244,0.0646,0.0587,0.1015
2020,2,27,1,1017748,418295,4652447,0.0899,0.0902,-0.0035
2020,2,29,1,1029767,423234,5093948,0.0831,0.0751,0.1056
2020,2,38,1,146957,60399,620677,0.0973,0.0965,0.008
2020,2,47,1,837058,344031,5718921,0.0602,0.0551,0.0918
2020,2,48,1,3321070,1364960,23608900,0.0578,0.0562,0.0295
2020,2,02,2,183387,23657,590127,0.0401,0.0365,0.0983
2020,2,08,2,1438400,185554,4849887,0.0383,0.0408,-0.0633
2020,2,09,2,914697,117996,3017188,0.0391,0.0438,-0.1079
2020,2,10,2,370263,47764,829168,0.0576,0.0502,0.1479
2020,2,12,2,7421882,957423,18454373,0.0519,0.0478,0.0844
2020,2,17,2,2676267,345238,10463777,0.033,0.0328,0.0054
2020,2,21,2,382166,49299,3703609,0.0133,0.0129,0.0297
2020,2,25,2,1849625,238602,5872244,0.0406,0.0427,-0.0476
2020,2,27,2,1102635,142240,4652447,0.0306,0.0322,-0.0516
2020,2,29,2,1049834,135429,5093948,0.0266,0.0296,-0.1015
2020,2,38,2,96965,12508,620677,0.0202,0.0222,-0.093
2020,2,47,2,1044827,134783,5718921,0.0236,0.0225,0.0486
2020,2,48,2,4602558,593730,23608900,0.0251,0.0271,-0.0733
2020,2,02,3,807103,36320,590127,0.0615,0.0619,-0.0057
2020,2,08,3,7843100,352940,4849887,0.0728,0.0747,-0.0254
2020,2,09,3,3293585,148211,3017188,0.0491,0.0511,-0.0392
2020,2,10,3,1331928,59937,829168,0.0723,0.0682,0.0594
2020,2,12,3,31051945,1397338,18454373,0.0757,0.0797,-0.0505
2020,2,17,3,14503052,652637,10463777,0.0624,0.0696,-0.1044
2020,2,21,3,5637796,253701,3703609,0.0685,0.0462,0.4816
2020,2,25,3,8001865,360084,5872244,0.0613,0.0596,0.0285
2020,2,27,3,7722251,347501,4652447,0.0747,0.0747,-0.0002
2020,2,29,3,8692307,391154,5093948,0.0768,0.0646,0.1894
2020,2,38,3,1402642,63119,620677,0.1017,0.0988,0.029
2020,2,47,3,9156614,412048,5718921,0.072,0.0744,-0.031
2020,2,48,3,44981154,2024152,23608900,0.0857,0.0813,0.0542
2020,2,02,4,,111266,590127,0.1885,0.1812,0.0407
2020,2,08,4,,956768,4849887,0.1973,0.1988,-0.0079
2020,2,09,4,,521305,3017188,0.1728,0.1754,-0.0151
2020,2,10,4,,253474,829168,0.3057,0.2344,0.3042
2020,2,12,4,,3885875,18454373,0.2106,0.2059,0.0228
2020,2,17,4,,1658006,10463777,0.1585,0.1599,-0.0091
2020,2,21,4,,501495,3703609,0.1354,0.1041,0.3004
2020,2,25,4,,978194,5872244,0.1666,0.161,0.035
2020,2,27,4,,908036,4652447,0.1952,0.1972,-0.0101
2020,2,29,4,,949817,5093948,0.1865,0.1693,0.1014
2020,2,38,4,,136027,620677,0.2192,0.2176,0.0072
2020,2,47,4,,890861,5718921,0.1558,0.1519,0.0253
2020,2,48,4,,3982842,23608900,0.1687,0.1646,0.0247
2020,3,02,1,178287,73276,590127,0.1242,0.1008,0.2322
2020,3,08,1,1370100,563111,4849887,0.1161,0.1005,0.1549
2020,3,09,1,630619,259184,3017188,0.0859,0.0781,0.0996
2020,3,10,1,378346,155500,829168,0.1875,0.1331,0.4092
2020,3,12,1,5222317,2146372,18454373,0.1163,0.0992,0.1719
2020,3,17,1,1848438,759708,10463777,0.0726,0.0683,0.0628
2020,3,21,1,563527,231610,3703609,0.0625,0.0635,-0.0158
2020,3,25,1,1232300,506475,5872244,0.0862,0.0818,0.0548
2020,3,27,1,1344813,552718,4652447,0.1188,0.0951,0.2495
2020,3,29,1,1291767,530916,5093948,0.1042,0.0864,0.2062
2020,3,38,1,202883,83385,620677,0.1343,0.1025,0.3101
2020,3,47,1,907133,372832,5718921,0.0652,0.0589,0.1071
2020,3,48,1,3134252,1288178,23608900,0.0546,0.0501,0.0891
2020,3,02,2,202228,26087,590127,0.0442,0.0409,0.0817
2020,3,08,2,1725800,222628,4849887,0.0459,0.0405,0.1348
2020,3,09,2,1262908,162915,3017188,0.054,0.051,0.0585
2020,3,10,2,432568,55801,829168,0.0673,0.0531,0.2684
2020,3,12,2,7690949,992132,18454373,0.0538,0.0513,0.0472
2020,3,17,2,3186454,411053,10463777,0.0393,0.0351,0.1205
2020,3,21,2,517008,66694,3703609,0.018,0.0143,0.26
2020,3,25,2,2343322,302288,5872244,0.0515,0.0515,-0.0002
2020,3,27,2,1413875,182390,4652447,0.0392,0.0329,0.1905
2020,3,29,2,1241485,160152,5093948,0.0314,0.0322,-0.0236
2020,3,38,2,135485,17478,620677,0.0282,0.026,0.0817
2020,3,47,2,1082870,139690,5718921,0.0244,0.0233,0.0496
2020,3,48,2,4673983,602944,23608900,0.0255,0.0262,-0.0241
2020,3,02,3,1067000,48015,590127,0.0814,0.0795,0.0233
2020,3,08,3,10305200,463734,4849887,0.0956,0.0893,0.0707
2020,3,09,3,4057008,182565,3017188,0.0605,0.0609,-0.0061
2020,3,10,3,1570039,70652,829168,0.0852,0.0855,-0.0031
2020,3,12,3,38961260,1753257,18454373,0.095,0.0991,-0.0412
2020,3,17,3,19108730,859893,10463777,0.0822,0.0851,-0.034
2020,3,21,3,5823982,262079,3703609,0.0708,0.0723,-0.0214
2020,3,25,3,8522469,383511,5872244,0.0653,0.0743,-0.1206
2020,3,27,3,8945895,402565,4652447,0.0865,0.0907,-0.0463
2020,3,29,3,10148309,456674,5093948,0.0897,0.1089,-0.1766
2020,3,38,3,1609332,72420,620677,0.1167,0.1181,-0.0121
2020,3,47,3,8650538,389274,5718921,0.0681,0.0685,-0.0069
2020,3,48,3,36355383,1635992,23608900,0.0693,0.0818,-0.1529
2020,3,02,4,,147378,590127,0.2497,0.2212,0.1293
2020,3,08,4,,1249473,4849887,0.2576,0.2303,0.1187
2020,3,09,4,,604665,3017188,0.2004,0.19,0.0547
2020,3,10,4,,281953,829168,0.34,0.2716,0.2519
2020,3,12,4,,4891761,18454373,0.2651,0.2497,0.0617
2020,3,17,4,,2030653,10463777,0.1941,0.1884,0.0298
2020,3,21,4,,560383,3703609,0.1513,0.1501,0.0078
2020,3,25,4,,1192275,5872244,0.203,0.2075,-0.0216
2020,3,27,4,,1137673,4652447,0.2445,0.2187,0.1179
2020,3,29,4,,1147742,5093948,0.2253,0.2275,-0.0095
2020,3,38,4,,173282,620677,0.2792,0.2467,0.1317
2020,3,47,4,,901796,5718921,0.1577,0.1507,0.0464
2020,3,48,4,,3527114,23608900,0.1494,0.1581,-0.0548
2020,4,02,1,137414,56477,590127,0.0957,0.0917,0.0433
2020,4,08,1,1187000,487857,4849887,0.1006,0.0873,0.1518
2020,4,09,1,538158,221183,3017188,0.0733,0.0784,-0.0649
2020,4,10,1,327293,134517,829168,0.1622,0.1324,0.2252
2020,4,12,1,3498849,1438027,18454373,0.0779,0.0792,-0.0162
2020,4,17,1,1637513,673018,10463777,0.0643,0.0627,0.0261
2020,4,21,1,766428,315002,3703609,0.0851,0.072,0.1811
2020,4,25,1,1288456,529555,5872244,0.0902,0.0755,0.1944
2020,4,27,1,1058843,435184,4652447,0.0935,0.0883,0.0589
2020,4,29,1,1204389,495004,5093948,0.0972,0.088,0.1043
2020,4,38,1,158589,65180,620677,0.105,0.0993,0.0579
2020,4,47,1,1113375,457597,5718921,0.08,0.0699,0.1448
2020,4,48,1,3696936,1519441,23608900,0.0644,0.0578,0.1142
2020,4,02,2,173410,22370,590127,0.0379,0.0379,0.0002
2020,4,08,2,1435400,185167,4849887,0.0382,0.0379,0.0063
2020,4,09,2,997187,128637,3017188,0.0426,0.0457,-0.0674
2020,4,10,2,373225,48146,829168,0.0581,0.0573,0.0141
2020,4,12,2,6206215,800602,18454373,0.0434,0.0466,-0.069
2020,4,17,2,3090739,398705,10463777,0.0381,0.0345,0.1044
2020,4,21,2,586330,75637,3703609,0.0204,0.0171,0.1913
2020,4,25,2,2399196,309496,5872244,0.0527,0.0489,0.0785
2020,4,27,2,1324854,170906,4652447,0.0367,0.0354,0.0383
2020,4,29,2,1280565,165193,5093948,0.0324,0.0286,0.1344
2020,4,38,2,133607,17235,620677,0.0278,0.0352,-0.2101
2020,4,47,2,1332668,171914,5718921,0.0301,0.0243,0.2389
2020,4,48,2,5769815,744306,23608900,0.0315,0.0277,0.1364
2020,4,02,3,1029292,46318,590127,0.0785,0.0826,-0.0501
2020,4,08,3,9134800,411066,4849887,0.0848,0.0907,-0.066
2020,4,09,3,3653464,164406,3017188,0.0545,0.0633,-0.1388
2020,4,10,3,1310444,58970,829168,0.0711,0.0843,-0.1568
2020,4,12,3,31766390,1429488,18454373,0.0775,0.0889,-0.1285
2020,4,17,3,18291163,823102,10463777,0.0787,0.0846,-0.0697
2020,4,21,3,6190006,278550,3703609,0.0752,0.0808,-0.0695
2020,4,25,3,9339014,420256,5872244,0.0716,0.0791,-0.0954
2020,4,27,3,9472348,426256,4652447,0.0916,0.1,-0.0837
2020,4,29,3,10295949,463318,5093948,0.091,0.0955,-0.0473
2020,4,38,3,1663237,74846,620677,0.1206,0.136,-0.1131
2020,4,47,3,10169227,457615,5718921,0.08,0.0729,0.0984
2020,4,48,3,57955922,2608016,23608900,0.1105,0.1057,0.0454
2020,4,02,4,,125165,590127,0.2121,0.2123,-0.0007
2020,4,08,4,,1084090,4849887,0.2235,0.216,0.0347
2020,4,09,4,,514226,3017188,0.1704,0.1874,-0.0905
2020,4,10,4,,241633,829168,0.2914,0.274,0.0635
2020,4,12,4,,3668116,18454373,0.1988,0.2147,-0.0741
2020,4,17,4,,1894825,10463777,0.1811,0.1817,-0.0036
2020,4,21,4,,669189,3703609,0.1807,0.17,0.063
2020,4,25,4,,1259307,5872244,0.2145,0.2035,0.0539
2020,4,27,4,,1032346,4652447,0.2219,0.2237,-0.0081
2020,4,29,4,,1123514,5093948,0.2206,0.2121,0.0401
2020,4,38,4,,157261,620677,0.2534,0.2704,-0.063
2020,4,47,4,,1087126,5718921,0.1901,0.167,0.1382
2020,4,48,4,,4871763,23608900,0.2064,0.1912,0.0794
2020,5,02,1,162836,66926,590127,0.1134,0.1193,-0.0492
2020,5,08,1,1267600,520984,4849887,0.1074,0.0917,0.1715
2020,5,09,1,657748,270334,3017188,0.0896,0.09,-0.0042
2020,5,10,1,398143,163637,829168,0.1974,0.1191,0.6565
2020,5,12,1,3759949,1545339,18454373,0.0837,0.094,-0.109
2020,5,17,1,1887824,775896,10463777,0.0742,0.0802,-0.0759
2020,5,21,1,726668,298661,3703609,0.0806,0.0705,0.1438
2020,5,25,1,1313240,539742,5872244,0.0919,0.092,-0.001
2020,5,27,1,1239372,509382,4652447,0.1095,0.1093,0.0021
2020,5,29,1,1217312,500315,5093948,0.0982,0.0942,0.0423
2020,5,38,1,171132,70335,620677,0.1133,0.1172,-0.0328
2020,5,47,1,1128527,463825,5718921,0.0811,0.0664,0.2219
2020,5,48,1,3906776,1605685,23608900,0.068,0.06,0.1335
2020,5,02,2,192257,24801,590127,0.042,0.0494,-0.1499
2020,5,08,2,1441100,185902,4849887,0.0383,0.0391,-0.0191
2020,5,09,2,1123087,144878,3017188,0.048,0.0509,-0.0562
2020,5,10,2,349884,45135,829168,0.0544,0.0617,-0.1178
2020,5,12,2,5839550,753302,18454373,0.0408,0.0458,-0.1086
2020,5,17,2,3192955,411891,10463777,0.0394,0.0404,-0.0266
2020,5,21,2,594242,76657,3703609,0.0207,0.0185,0.1177
2020,5,25,2,2316822,298870,5872244,0.0509,0.057,-0.1066
2020,5,27,2,1324893,170911,4652447,0.0367,0.0374,-0.0176
2020,5,29,2,1118837,144330,5093948,0.0283,0.034,-0.1658
2020,5,38,2,114532,14775,620677,0.0238,0.0248,-0.0418
2020,5,47,2,1292873,166781,5718921,0.0292,0.0259,0.1252
2020,5,48,2,5343889,689362,23608900,0.0292,0.0263,0.1111
2020,5,02,3,1325679,59656,590127,0.1011,0.1117,-0.0951
2020,5,08,3,11226400,505188,4849887,0.1042,0.1059,-0.0165
2020,5,09,3,4463149,200842,3017188,0.0666,0.0777,-0.1433
2020,5,10,3,1774619,79858,829168,0.0963,0.1164,-0.1724
2020,5,12,3,37372548,1681765,18454373,0.0911,0.0973,-0.0631
2020,5,17,3,22122938,995532,10463777,0.0951,0.1096,-0.1317
2020,5,21,3,6523404,293553,3703609,0.0793,0.077,0.0297
2020,5,25,3,8093156,364192,5872244,0.062,0.0935,-0.3366
2020,5,27,3,9853738,443418,4652447,0.0953,0.1148,-0.1696
2020,5,29,3,10412428,468559,5093948,0.092,0.1047,-0.1218
2020,5,38,3,1668102,75065,620677,0.1209,0.1488,-0.1872
2020,5,47,3,10296763,463354,5718921,0.081,0.0901,-0.1012
2020,5,48,3,52663183,2369843,23608900,0.1004,0.1,0.004
2020,5,02,4,,151382,590127,0.2565,0.2804,-0.0852
2020,5,08,4,,1212074,4849887,0.2499,0.2367,0.0559
2020,5,09,4,,616054,3017188,0.2042,0.2185,-0.0657
2020,5,10,4,,288630,829168,0.3481,0.2972,0.1712
2020,5,12,4,,3980406,18454373,0.2157,0.237,-0.0901
2020,5,17,4,,2183319,10463777,0.2087,0.2302,-0.0938
2020,5,21,4,,668871,3703609,0.1806,0.166,0.088
2020,5,25,4,,1202804,5872244,0.2048,0.2425,-0.1552
2020,5,27,4,,1123711,4652447,0.2415,0.2614,-0.0761
2020,5,29,4,,1113205,5093948,0.2185,0.2329,-0.0618
2020,5,38,4,,160175,620677,0.2581,0.2908,-0.1126
2020,5,47,4,,1093960,5718921,0.1913,0.1824,0.0485
2020,5,48,4,,4664890,23608900,0.1976,0.1863,0.0608
2020,6,02,1,164974,67804,590127,0.1149,0.1225,-0.0624
2020,6,08,1,1555500,639311,4849887,0.1318,0.1261,0.0456
2020,6,09,1,707720,290873,3017188,0.0964,0.0991,-0.0269
2020,6,10,1,464948,191094,829168,0.2305,0.1844,0.2496
2020,6,12,1,4817947,1980176,18454373,0.1073,0.1043,0.0292
2020,6,17,1,2153848,885232,10463777,0.0846,0.0911,-0.0712
2020,6,21,1,743544,305597,3703609,0.0825,0.0736,0.1218
2020,6,25,1,2041665,839124,5872244,0.1429,0.1287,0.1099
2020,6,27,1,1572874,646451,4652447,0.1389,0.1215,0.144
2020,6,29,1,1511011,621026,5093948,0.1219,0.0962,0.2674
2020,6,38,1,233857,96115,620677,0.1549,0.1329,0.1655
2020,6,47,1,1166361,479374,5718921,0.0838,0.0759,0.1051
2020,6,48,1,4026484,1654885,23608900,0.0701,0.0631,0.1112
2020,6,02,2,216480,27926,590127,0.0473,0.0531,-0.1093
2020,6,08,2,1730600,223247,4849887,0.046,0.0446,0.0312
2020,6,09,2,1166461,150473,3017188,0.0499,0.0528,-0.0561
2020,6,10,2,535262,69049,829168,0.0833,0.0643,0.2948
2020,6,12,2,6365895,821200,18454373,0.0445,0.0415,0.0721
2020,6,17,2,3514254,453339,10463777,0.0433,0.0414,0.0475
2020,6,21,2,579422,74745,3703609,0.0202,0.0193,0.0482
2020,6,25,2,2962165,382119,5872244,0.0651,0.0696,-0.0656
2020,6,27,2,1452471,187369,4652447,0.0403,0.0383,0.0503
2020,6,29,2,1327277,171219,5093948,0.0336,0.0326,0.0299
2020,6,38,2,143106,18461,620677,0.0297,0.025,0.1886
2020,6,47,2,1288152,166172,5718921,0.0291,0.028,0.0379
2020,6,48,2,5518415,711876,23608900,0.0302,0.0289,0.0435
2020,6,02,3,1374767,61865,590127,0.1048,0.1181,-0.1123
2020,6,08,3,11534000,519030,4849887,0.107,0.1155,-0.0732
2020,6,09,3,5764363,259396,3017188,0.086,0.0821,0.047
2020,6,10,3,2392080,107644,829168,0.1298,0.1185,0.0951
2020,6,12,3,38453648,1730414,18454373,0.0938,0.0898,0.0438
2020,6,17,3,25563959,1150378,10463777,0.1099,0.1094,0.0047
2020,6,21,3,6041900,271886,3703609,0.0734,0.0781,-0.0596
2020,6,25,3,10335283,465088,5872244,0.0792,0.0913,-0.1323
2020,6,27,3,11267520,507038,4652447,0.109,0.1141,-0.0449
2020,6,29,3,11099851,499493,5093948,0.0981,0.1055,-0.0708
2020,6,38,3,2091390,94113,620677,0.1516,0.1659,-0.0863
2020,6,47,3,10124934,455622,5718921,0.0797,0.0934,-0.1471
2020,6,48,3,62290399,2803068,23608900,0.1187,0.1216,-0.0237
2020,6,02,4,,157595,590127,0.2671,0.2938,-0.0909
2020,6,08,4,,1381588,4849887,0.2849,0.2862,-0.0046
2020,6,09,4,,700743,3017188,0.2323,0.234,-0.0075
